code_postal,geocode_text,lon,lat
G0A1A0,"G0A1A0, Canada",-72.0876402,46.8416433
G3A1X1,"G3A1X1, Canada",-71.3844691,46.7589799
G1V1M3,"G1V1M3, Canada",-71.2712027,46.7932368
G2E2R5,"G2E2R5, Canada",-71.35287490000002,46.8099187
G3K1M2,"G3K1M2, Canada",-71.4122842,46.8599239
G2E3H5,"G2E3H5, Canada",-71.3629188,46.8005727
G2C2A2,"G2C2A2, Canada",-71.3333495,46.82925849999999
G1P4J2,"G1P4J2, Canada",-71.3240089,46.8146839
G7A3E5,"G7A3E5, Canada",-71.30428619999999,46.7360086
G1S2A4,"G1S2A4, Canada",-71.2401174,46.7985422
G2G1A6,"G2G1A6, Canada",-71.3669116,46.7823076
G2E3G2,"G2E3G2, Canada",-71.3774301,46.8158512
G1S1K5,"G1S1K5, Canada",-71.2495393,46.7836985
G2B3C1,"G2B3C1, Canada",-71.3614186,46.8482425
G1V3L2,"G1V3L2, Canada",-71.29583389999999,46.775096
G1X2G2,"G1X2G2, Canada",-71.327304,46.7666389
G6X3B2,"G6X3B2, Canada",-71.2632474,46.7143731
G6V3V4,"G6V3V4, Canada",-71.186005,46.8082698
G0R3J0,"G0R3J0, Canada",-70.76851169999999,46.6604633
G2A2X5,"G2A2X5, Canada",-71.3714013,46.8508621
G3A0M3,"G3A0M3, Canada",-71.3883616,46.7435286
G1P4E8,"G1P4E8, Canada",-71.3156967,46.8017727
G1M2M9,"G1M2M9, Canada",-71.2875129,46.8179971
G0R1E0,"G0R1E0, Canada",-70.7165387,46.9224825
G6W3H3,"G6W3H3, Canada",-71.2370509,46.7565408
G3A2B2,"G3A2B2, Canada",-71.3799706,46.7422743
G6V1T5,"G6V1T5, Canada",-71.1678281,46.82268810000001
G1Y3A4,"G1Y3A4, Canada",-71.35015109999999,46.7480446
G2G1N3,"G2G1N3, Canada",-71.36527459999999,46.7778858
G3K2K8,"G3K2K8, Canada",-71.40429189999999,46.84581379999999
G3A1Y7,"G3A1Y7, Canada",-71.3798966,46.7392133
G3A2B9,"G3A2B9, Canada",-71.37772199999999,46.7400983
G2A1A7,"G2A1A7, Canada",-71.389836,46.8654004
G1Y2B9,"G1Y2B9, Canada",-71.3534262,46.7545388
G1P3Y6,"G1P3Y6, Canada",-71.30714979999999,46.8047141
G2C0H6,"G2C0H6, Canada",-71.33351309999999,46.837197
G1H7N9,"G1H7N9, Canada",-71.2688692,46.8432813
G1K5M8,"G1K5M8, Canada",-71.2316819,46.8102682
G1K1Y9,"G1K1Y9, Canada",-71.23486869999999,46.8088702
G2E4G8,"G2E4G8, Canada",-71.3665836,46.816532
G1Y2C6,"G1Y2C6, Canada",-71.3569342,46.7555205
G1X1V5,"G1X1V5, Canada",-71.3128658,46.77179109999999
G2E2K8,"G2E2K8, Canada",-71.33471759999999,46.8040414
G1X5E7,"G1X5E7, Canada",-71.34434499999999,46.76513120000001
G0A4A0,"G0A4A0, Canada",-71.9934179,46.9866622
G6K0B2,"G6K0B2, Canada",-71.2899989,46.6844419
G7A3W8,"G7A3W8, Canada",-71.34019409999999,46.7136168
G1J2X7,"G1J2X7, Canada",-71.2210308,46.82224799999999
G1X4X2,"G1X4X2, Canada",-71.3635331,46.7671109
G2C1H5,"G2C1H5, Canada",-71.3512949,46.8282878
G1N2S4,"G1N2S4, Canada",-71.24071529999999,46.80988079999999
G3A1C4,"G3A1C4, Canada",-71.3807077,46.7505286
G0R3N0,"G0R3N0, Canada",-70.73971399999999,46.5354386
G3H1W6,"G3H1W6, Canada",-71.6940257,46.7526476
G3K0P4,"G3K0P4, Canada",NA,NA
G2B2W2,"G2B2W2, Canada",-71.34885779999999,46.84792969999999
G2K2M5,"G2K2M5, Canada",-71.2896095,46.8397363
G1W2G8,"G1W2G8, Canada",-71.27744489999999,46.7561058
G1M4B2,"G1M4B2, Canada",-71.283485,46.816768
G1Y3M3,"G1Y3M3, Canada",-71.3618659,46.7493916
G1X4X8,"G1X4X8, Canada",-71.367687,46.764134
G6K1N2,"G6K1N2, Canada",-71.2879068,46.687525
G2E2L2,"G2E2L2, Canada",-71.33550350000002,46.8035477
G6Z1T1,"G6Z1T1, Canada",-71.20405939999999,46.712778
G1G1B5,"G1G1B5, Canada",-71.29567449999999,46.8856756
G1M1V3,"G1M1V3, Canada",-71.2556723,46.8129237
G1C0G8,"G1C0G8, Canada",-71.209943,46.8777462
G1H2N5,"G1H2N5, Canada",-71.2361564,46.8534163
G1X4C9,"G1X4C9, Canada",-71.3392485,46.7621605
G1C6J3,"G1C6J3, Canada",-71.1902604,46.8866402
G3E1S5,"G3E1S5, Canada",-71.321632,46.8669286
G1L4B7,"G1L4B7, Canada",-71.2405405,46.826183
G7A3A6,"G7A3A6, Canada",-71.3188825,46.7326094
G1J4A2,"G1J4A2, Canada",-71.2252539,46.8383219
G7A5K7,"G7A5K7, Canada",-71.30769819999999,46.7306433
G3M0C2,"G3M0C2, Canada",-71.72455839999999,46.674271
G3A2N4,"G3A2N4, Canada",-71.3978973,46.7384087
G1X4C7,"G1X4C7, Canada",-71.3397188,46.7587985
G1X3T8,"G1X3T8, Canada",-71.32363409999999,46.7615613
G3J1A5,"G3J1A5, Canada",-71.41988789999999,46.8610428
G0A3G0,"G0A3G0, Canada",-71.8268075,46.76078649999999
G2K1A9,"G2K1A9, Canada",-71.3151974,46.84820999999999
G0S3G0,"G0S3G0, Canada",-71.08001089999999,46.5243765
G1W1J8,"G1W1J8, Canada",-71.27584379999999,46.7682738
G3K2B5,"G3K2B5, Canada",-71.4213586,46.85047900000001
G1J3A4,"G1J3A4, Canada",-71.22638979999999,46.8253507
G6Y0N7,"G6Y0N7, Canada",-71.1098368,46.8179722
G1P3K1,"G1P3K1, Canada",-71.3020511,46.8108997
G3M2W1,"G3M2W1, Canada",-71.7390592,46.67346389999999
G5V3R8,"G5V3R8, Canada",-70.6166811,46.9704877
G1V1X4,"G1V1X4, Canada",-71.2991318,46.7783918
G1Y1S6,"G1Y1S6, Canada",-71.3400241,46.7563474
G3N0N8,"G3N0N8, Canada",-71.6155479,46.861872
G2B0G1,"G2B0G1, Canada",-71.3341944,46.8442057
G6J1W7,"G6J1W7, Canada",-71.3112645,46.656568300000004
G7A1Y8,"G7A1Y8, Canada",-71.3141549,46.70664619999999
G3H0N9,"G3H0N9, Canada",NA,NA
G1S2W3,"G1S2W3, Canada",-71.2670578,46.7941794
G1P1K1,"G1P1K1, Canada",-71.32541619999999,46.8146081
G1P2G5,"G1P2G5, Canada",-71.3041886,46.8010826
G3K1B1,"G3K1B1, Canada",-71.4164541,46.8319573
G2A4G9,"G2A4G9, Canada",-71.3886768,46.8470293
G1Y2R8,"G1Y2R8, Canada",-71.3659364,46.75187500000001
G2G0G4,"G2G0G4, Canada",-71.4290465,46.7770993
G1M3T4,"G1M3T4, Canada",-71.28719579999999,46.8162989
G1N3N3,"G1N3N3, Canada",-71.2520213,46.8096426
G3A1P5,"G3A1P5, Canada",-71.4536535,46.73533399999999
G1X2M9,"G1X2M9, Canada",-71.3084555,46.7761322
G2E4T8,"G2E4T8, Canada",-71.3651173,46.8188689
G1M2B8,"G1M2B8, Canada",-71.2708842,46.8246623
G7A0H8,"G7A0H8, Canada",-71.4046639,46.699022
G2K1L1,"G2K1L1, Canada",-71.3147122,46.8512624
G2E1T8,"G2E1T8, Canada",-71.35349029999999,46.8026641
G1M2N5,"G1M2N5, Canada",-71.282749,46.8120231
G1E0K2,"G1E0K2, Canada",NA,NA
G1C3A6,"G1C3A6, Canada",-71.15663239999999,46.8760561
G0R2W0,"G0R2W0, Canada",-70.1892065,47.0207578
G1G0G6,"G1G0G6, Canada",-71.27095179999999,46.88337869999999
G1C3W3,"G1C3W3, Canada",-71.2367691,46.85767480000001
G1X2W5,"G1X2W5, Canada",-71.316462,46.7749799
G1L3C8,"G1L3C8, Canada",-71.2349528,46.8267832
G1V1B5,"G1V1B5, Canada",-71.30329689999999,46.7845731
G1B4T9,"G1B4T9, Canada",NA,NA
G1X4T1,"G1X4T1, Canada",-71.347657,46.7687397
G1V3S4,"G1V3S4, Canada",-71.2967742,46.7733769
G1R1J5,"G1R1J5, Canada",-71.2261417,46.8083497
G1Y3V2,"G1Y3V2, Canada",-71.349173,46.75882730000001
G3J0A7,"G3J0A7, Canada",-71.5118384,46.8497943
G3H3R9,"G3H3R9, Canada",-71.6954514,46.7592872
G3H3M5,"G3H3M5, Canada",-71.7040553,46.7539126
G3M0J1,"G3M0J1, Canada",NA,NA
G3N1B3,"G3N1B3, Canada",-71.5307791,46.8053688
G2M0E2,"G2M0E2, Canada",-71.31905669999999,46.9218633
G0A2KO,"G0A2KO, Canada",NA,NA
G1S4Z8,"G1S4Z8, Canada",-71.2344394,46.7945456
G2B5J7,"G2B5J7, Canada",-71.3326132,46.8475431
G3L1N7,"G3L1N7, Canada",-71.77130509999999,46.9429654
G1E4W9,"G1E4W9, Canada",-71.1961125,46.8682606
GOA2R0,"GOA2R0, Canada",NA,NA
G7A3M3,"G7A3M3, Canada",-71.2863129,46.732737
G1X4E6,"G1X4E6, Canada",NA,NA
G1J2K7,"G1J2K7, Canada",-71.2288931,46.8303196
G7A1J2,"G7A1J2, Canada",-71.28630679999999,46.7114748
G3K0G5,"G3K0G5, Canada",-71.4030468,46.8461531
G1S4T9,"G1S4T9, Canada",-71.2442261,46.7830331
G6W0T3,"G6W0T3, Canada",-71.25531939999999,46.7360743
G1R1G3,"G1R1G3, Canada",-71.2257975,46.80927029999999
G6J1G4,"G6J1G4, Canada",-71.2917423,46.6695865
G1S2G3,"G1S2G3, Canada",-71.2549867,46.7919794
G1S4T1,"G1S4T1, Canada",-71.2334218,46.79325739999999
G2G2M8,"G2G2M8, Canada",-71.3779107,46.76952970000001
G3K1C7,"G3K1C7, Canada",-71.42466750000001,46.8405391
G1M2Y5,"G1M2Y5, Canada",-71.2624082,46.8298084
G3K0J4,"G3K0J4, Canada",-71.40724159999999,46.8452907
G2N2E7,"G2N2E7, Canada",-71.3184404,46.8960278
G1P1A5,"G1P1A5, Canada",-71.3341263,46.8234374
G1X1J4,"G1X1J4, Canada",-71.3187769,46.7775613
G1G1Z3,"G1G1Z3, Canada",-71.2826694,46.8769695
G6J1W8,"G6J1W8, Canada",-71.3345989,46.6568372
G3K2L5,"G3K2L5, Canada",-71.4050915,46.8347487
G3J1B9,"G3J1B9, Canada",-71.4264935,46.8576067
G6J1H1,"G6J1H1, Canada",-71.2918577,46.6568023
G6V2S4,"G6V2S4, Canada",-71.1725809,46.8215379
G1V1R5,"G1V1R5, Canada",-71.26724279999999,46.7897487
G3K0R9,"G3K0R9, Canada",NA,NA
G7A0P4,"G7A0P4, Canada",-71.38612789999999,46.687088
G6K1B4,"G6K1B4, Canada",-71.293397,46.7076721
G0A3R0,"G0A3R0, Canada",-71.0351532,47.3311402
G3A2R3,"G3A2R3, Canada",-71.46341319999999,46.7417343
G2E1B2,"G2E1B2, Canada",-71.3776558,46.8115053
G3J1H4,"G3J1H4, Canada",-71.4356366,46.8618027
GZC0H6,"GZC0H6, Canada",NA,NA
G1L3Z3,"G1L3Z3, Canada",-71.2400624,46.82688539999999
G3B1M3,"G3B1M3, Canada",-71.2914302,46.9480481
G2E5V1,"G2E5V1, Canada",-71.3695324,46.8048163
G1C3Y2,"G1C3Y2, Canada",-71.2300467,46.8642183
G3A2B4,"G3A2B4, Canada",-71.3783983,46.7394304
G3E1S4,"G3E1S4, Canada",-71.3222785,46.8679783
G3H2N6,"G3H2N6, Canada",-71.61306569999999,46.7649494
G1B0G4,"G1B0G4, Canada",-71.219272900000007,46.9006678
G2K2E5,"G2K2E5, Canada",-71.3071403,46.8445778
G7A0S8,"G7A0S8, Canada",NA,NA
G6V1R9,"G6V1R9, Canada",-71.1750124,46.8189741
G1R1T5,"G1R1T5, Canada",-71.2305114,46.8045093
G6K1R4,"G6K1R4, Canada",-71.30667840000001,46.6821055
G3A1E5,"G3A1E5, Canada",-71.38508840000001,46.7470434
G1W1N8,"G1W1N8, Canada",-71.2771186,46.764734
J3S0L5,"J3S0L5, Canada",NA,NA
G1B1V4,"G1B1V4, Canada",-71.20577109999999,46.9018289
G3K0K1,"G3K0K1, Canada",-71.4006121,46.8457443
G2EGE7,"G2EGE7, Canada",NA,NA
G2C2G2,"G2C2G2, Canada",-71.3255247,46.83780850000001
G1G2A1,"G1G2A1, Canada",-71.2847656,46.87505
G3B1P9,"G3B1P9, Canada",-71.3009003,46.9432878
G3E4L1,"G3E4L1, Canada",NA,NA
G1A1C5,"G1A1C5, Canada",-71.2154683,46.8087317
G1Y2L8,"G1Y2L8, Canada",-71.3598793,46.7549997
G1W1Y4,"G1W1Y4, Canada",-71.27546459999999,46.7615987
G1L2Z9,"G1L2Z9, Canada",-71.2359264,46.83229559999999
G1G2E3,"G1G2E3, Canada",-71.2777253,46.8730757
G3E2J2,"G3E2J2, Canada",-71.3471259,46.876399
G1C6A3,"G1C6A3, Canada",-71.1946729,46.8884884
G6X1M2,"G6X1M2, Canada",-71.27306709999999,46.7161913
G1C2Z9,"G1C2Z9, Canada",-71.1607037,46.8797303
G2D3X5,"G2D3X5, Canada",NA,NA
G3K0N2,"G3K0N2, Canada",NA,NA
G3E1E6,"G3E1E6, Canada",-71.3295248,46.8726492
G3E1B8,"G3E1B8, Canada",-71.3219807,46.8757671
G1G3L8,"G1G3L8, Canada",-71.2777709,46.8808462
G1V1H2,"G1V1H2, Canada",-71.2923366,46.7862434
G3K1S5,"G3K1S5, Canada",-71.42472889999999,46.8479895
G1W2X3,"G1W2X3, Canada",-71.30523339999999,46.75790809999999
G1P2W4,"G1P2W4, Canada",-71.29358309999999,46.8133845
G1M4E5,"G1M4E5, Canada",-71.2879999,46.8241101
G1Y3J4,"G1Y3J4, Canada",-71.36262830000001,46.74209279999999
G1E6T8,"G1E6T8, Canada",-71.17780979999999,46.8663258
G3N1G4,"G3N1G4, Canada",-71.6097961,46.8109991
G2G1C1,"G2G1C1, Canada",-71.3756824,46.7753342
G1P1Z4,"G1P1Z4, Canada",-71.3057692,46.80158429999999
G3E2C5,"G3E2C5, Canada",-71.32645839999999,46.8780118
G3C0X5,"G3C0X5, Canada",NA,NA
G1Y2V8,"G1Y2V8, Canada",-71.3638868,46.7459008
G1N1S1,"G1N1S1, Canada",-71.24543770000001,46.8067653
G2B3W1,"G2B3W1, Canada",-71.3852966,46.845678
G7A3J6,"G7A3J6, Canada",-71.2967365,46.7331696
G2B4Y1,"G2B4Y1, Canada",-71.3478437,46.84274509999999
G3A1T8,"G3A1T8, Canada",-71.3912551,46.7405755
G0A1N0,"G0A1N0, Canada",-71.0382249,47.0284771
G6Z0C5,"G6Z0C5, Canada",NA,NA
G2L1K2,"G2L1K2, Canada",-71.2517854,46.8838993
G7A0P2,"G7A0P2, Canada",-71.3477982,46.70653830000001
G3N2Z5,"G3N2Z5, Canada",-71.6116419,46.86265
G1V2W1,"G1V2W1, Canada",-71.26367139999999,46.7845261
G2K1A3,"G2K1A3, Canada",-71.30966579999999,46.8498622
G1H1R1,"G1H1R1, Canada",-71.26015559999999,46.8569328
G3B1M5,"G3B1M5, Canada",-71.2876972,46.9443552
G3A3A4,"G3A3A4, Canada",-71.4675118,46.73429369999999
G3A2V7,"G3A2V7, Canada",-71.4631986,46.73200930000001
G2C1Z4,"G2C1Z4, Canada",-71.327595,46.8340843
G1S3Y5,"G1S3Y5, Canada",-71.2496714,46.7879087
G6J1W1,"G6J1W1, Canada",-71.3236809,46.6649869
G3K2G2,"G3K2G2, Canada",-71.42348129999999,46.85185329999999
G2B2E3,"G2B2E3, Canada",-71.3457674,46.83996699999999
G2A3V3,"G2A3V3, Canada",-71.3854951,46.8554253
G1E4S3,"G1E4S3, Canada",-71.19401069999999,46.85621990000001
G1H1E5,"G1H1E5, Canada",-71.2518305,46.8676745
G0A3W0,"G0A3W0, Canada",-70.9119103,46.9362661
G1L4B1,"G1L4B1, Canada",-71.25035160000002,46.8377174
G1G2G5,"G1G2G5, Canada",-71.2835918,46.8707746
G1G0E1,"G1G0E1, Canada",-71.2927653,46.893968
G3E1R3,"G3E1R3, Canada",-71.34842069999999,46.8784985
G1V3H6,"G1V3H6, Canada",-71.3028964,46.7833316
G1B3N6,"G1B3N6, Canada",-71.197986,46.9087471
G7A1Z2,"G7A1Z2, Canada",-71.31588959999999,46.7047513
G6J1T3,"G6J1T3, Canada",-71.3352589,46.6532022
G1V2E3,"G1V2E3, Canada",-71.2934007,46.7720245
G0A4C0,"G0A4C0, Canada",-71.1200226,46.8564033
G1N1N9,"G1N1N9, Canada",-71.24303429999999,46.80921650000001
G1T2S8,"G1T2S8, Canada",-71.25551060000001,46.777744
G1Y1Z2,"G1Y1Z2, Canada",-71.3551238,46.7605334
G7A5B7,"G7A5B7, Canada",-71.3949791,46.6990105
G7A3B3,"G7A3B3, Canada",-71.30432569999999,46.73312259999999
G3K0BL,"G3K0BL, Canada",NA,NA
G2M0L8,"G2M0L8, Canada",-71.29419299999999,46.899317
G1W5W3,"G1W5W3, Canada",NA,NA
G1J3V1,"G1J3V1, Canada",-71.2300528,46.83576619999999
G2A4C5,"G2A4C5, Canada",-71.3897782,46.85175779999999
G1P4P3,"G1P4P3, Canada",-71.3103747,46.7931251
G3N0N7,"G3N0N7, Canada",-71.62096319999999,46.8616004
G1X2R3,"G1X2R3, Canada",-71.31067209999999,46.7761935
G1H5B2,"G1H5B2, Canada",-71.2574983,46.84668569999999
G0S2J1,"G0S2J1, Canada",-71.070578,46.4044743
G3K0K8,"G3K0K8, Canada",-71.446219,46.837542
G3E0A9,"G3E0A9, Canada",-71.32991810000001,46.8851026
G2E4M2,"G2E4M2, Canada",-71.37181129999999,46.8014427
G1J5A4,"G1J5A4, Canada",-71.21904839999999,46.84244169999999
G0A3C0,"G0A3C0, Canada",-70.95414079999999,47.0442724
G2B0K6,"G2B0K6, Canada",-71.3446518,46.8511387
G1S1G3,"G1S1G3, Canada",-71.2474946,46.7876182
G3C2T9,"G3C2T9, Canada",NA,NA
G3N3C9,"G3N3C9, Canada",NA,NA
G3A1Z9,"G3A1Z9, Canada",-71.3813949,46.7389963
G1B2Y6,"G1B2Y6, Canada",-71.22036059999999,46.8959092
G6Y1Z8,"G6Y1Z8, Canada",NA,NA
G1C8S6,"G1C8S6, Canada",NA,NA
G1G1Y6,"G1G1Y6, Canada",-71.2789715,46.8792456
G2A1T8,"G2A1T8, Canada",-71.3422077,46.8580926
G0R1N0,"G0R1N0, Canada",-70.87455349999999,46.6438432
G6Y0K3,"G6Y0K3, Canada",NA,NA
G2L1V9,"G2L1V9, Canada",-71.25445739999999,46.8891362
G1B2J6,"G1B2J6, Canada",-71.206715,46.89861500000001
G2G2C5,"G2G2C5, Canada",-71.35874489999999,46.7843757
G2B5B2,"G2B5B2, Canada",-71.34543719999999,46.8417914
G1C7L3,"G1C7L3, Canada",-71.2150089,46.8877835
G1P3W4,"G1P3W4, Canada",-71.3268777,46.82229359999999
G1G5C1,"G1G5C1, Canada",-71.2872952,46.8608177
G3A1Z3,"G3A1Z3, Canada",-71.4558229,46.7391354
G3N3B3,"G3N3B3, Canada",NA,NA
G2E3J5,"G2E3J5, Canada",-71.3618704,46.7982831
G2E3W8,"G2E3W8, Canada",-71.364311,46.81137409999999
G1X5G3,"G1X5G3, Canada",-71.3427286,46.7636856
G1Y3K2,"G1Y3K2, Canada",-71.3549519,46.74994770000001
G1C2M3,"G1C2M3, Canada",-71.1531124,46.885185
G2E1H6,"G2E1H6, Canada",-71.36533349999999,46.8080235
G2N2B5,"G2N2B5, Canada",-71.3191458,46.8998331
G3J1M1,"G3J1M1, Canada",-71.4551168,46.8650651
G1G1A7,"G1G1A7, Canada",-71.29104629999999,46.8899913
G2C1J1,"G2C1J1, Canada",-71.3235119,46.8289311
G1M3T3,"G1M3T3, Canada",-71.288687,46.8157678
G2B3V5,"G2B3V5, Canada",-71.3809431,46.8439279
G1B1P5,"G1B1P5, Canada",-71.2029386,46.9073122
G2B6R7,"G2B6R7, Canada",NA,NA
G1X1J6,"G1X1J6, Canada",-71.32350370000002,46.7749162
G1Y2Z9,"G1Y2Z9, Canada",-71.3627296,46.7396083
G2N0G9,"G2N0G9, Canada",-71.3201831,46.90181219999999
G3H2N5,"G3H2N5, Canada",-71.6122074,46.765901
G2G2L3,"G2G2L3, Canada",-71.3531931,46.7789031
G1X4V6,"G1X4V6, Canada",-71.3331484,46.7605065
G1W3T8,"G1W3T8, Canada",-71.2865794,46.7621092
G2A1A5,"G2A1A5, Canada",-71.389136,46.86308880000001
G2G2B7,"G2G2B7, Canada",-71.36312869999999,46.7770553
G2L3E1,"G2L3E1, Canada",-71.26309080000001,46.8824408
G2B2T6,"G2B2T6, Canada",-71.3464627,46.8523056
G3K2B3,"G3K2B3, Canada",-71.41673209999999,46.8506429
G2M1P5,"G2M1P5, Canada",-71.2982919,46.9023532
G2G2K7,"G2G2K7, Canada",-71.35326859999999,46.78079349999999
G6Z3G1,"G6Z3G1, Canada",-71.1875046,46.7041016
G6Z0E4,"G6Z0E4, Canada",NA,NA
G7A0M6,"G7A0M6, Canada",-71.3434168,46.71001889999999
G4V3P7,"G4V3P7, Canada",-66.5484917,49.1167994
G1H2H1,"G1H2H1, Canada",-71.24143459999999,46.8548987
G1P2G9,"G1P2G9, Canada",-71.3061067,46.805086
G1G4A6,"G1G4A6, Canada",-71.2932969,46.8868424
G6K0A3,"G6K0A3, Canada",-71.2908667,46.6834952
G1S3Z3,"G1S3Z3, Canada",-71.2490368,46.7864313
G3A2W5,"G3A2W5, Canada",-71.3879729,46.7487791
G6Z3G3,"G6Z3G3, Canada",-71.1938959,46.72817440000001
G2K1E9,"G2K1E9, Canada",-71.3029538,46.8484156
G1Y1G7,"G1Y1G7, Canada",-71.35193989999999,46.7639077
G1N2R5,"G1N2R5, Canada",-71.2429581,46.8119056
